[10-02 14:21:24] Score: 1028, Best Score: 2702, Avg Score: 328.21367521367523, Steps: 39
[10-02 14:21:31] Score: 56, Best Score: 2702, Avg Score: 325.90677966101697, Steps: 17
[10-02 14:21:35] Score: -100, Best Score: 2702, Avg Score: 322.327731092437, Steps: 1
[10-02 14:21:46] Score: 644, Best Score: 2702, Avg Score: 325.0083333333333, Steps: 45
[10-02 14:21:52] Score: 365, Best Score: 2702, Avg Score: 325.3388429752066, Steps: 16
[10-02 14:22:03] Score: 791, Best Score: 2702, Avg Score: 329.155737704918, Steps: 42
[10-02 14:22:08] Score: -100, Best Score: 2702, Avg Score: 325.6666666666667, Steps: 1
[10-02 14:22:13] Score: -100, Best Score: 2702, Avg Score: 322.23387096774195, Steps: 1
[10-02 14:22:25] Score: 1547, Best Score: 2702, Avg Score: 332.032, Steps: 58
[10-02 14:22:37] Score: 1059, Best Score: 2702, Avg Score: 337.8015873015873, Steps: 50
[10-02 14:22:45] Score: 857, Best Score: 2702, Avg Score: 341.8897637795276, Steps: 28
[10-02 14:22:50] Score: -100, Best Score: 2702, Avg Score: 338.4375, Steps: 1
[10-02 14:22:55] Score: -58, Best Score: 2702, Avg Score: 335.3643410852713, Steps: 3
[10-02 14:23:01] Score: -112, Best Score: 2702, Avg Score: 331.9230769230769, Steps: 9
[10-02 14:23:07] Score: 212, Best Score: 2702, Avg Score: 331.00763358778624, Steps: 13
[10-02 14:23:12] Score: -49, Best Score: 2702, Avg Score: 328.1287878787879, Steps: 2
[10-02 14:23:16] Score: -109, Best Score: 2702, Avg Score: 324.8421052631579, Steps: 2
[10-02 14:23:21] Score: -100, Best Score: 2702, Avg Score: 321.67164179104475, Steps: 1
[10-02 14:23:28] Score: 653, Best Score: 2702, Avg Score: 324.1259259259259, Steps: 24
[10-02 14:23:33] Score: -100, Best Score: 2702, Avg Score: 321.00735294117646, Steps: 1
[10-02 14:23:38] Score: -145, Best Score: 2702, Avg Score: 317.6058394160584, Steps: 6
[10-02 14:23:43] Score: -109, Best Score: 2702, Avg Score: 314.5144927536232, Steps: 2
[10-02 14:23:49] Score: 359, Best Score: 2702, Avg Score: 314.8345323741007, Steps: 10
[10-02 14:23:53] Score: -100, Best Score: 2702, Avg Score: 311.87142857142857, Steps: 1
[10-02 14:24:04] Score: 842, Best Score: 2702, Avg Score: 315.63120567375887, Steps: 43
[10-02 14:24:10] Score: 188, Best Score: 2702, Avg Score: 314.7323943661972, Steps: 9
[10-02 14:24:21] Score: 839, Best Score: 2702, Avg Score: 318.3986013986014, Steps: 50
[10-02 14:24:32] Score: 917, Best Score: 2702, Avg Score: 322.55555555555554, Steps: 38
[10-02 14:24:42] Score: 819, Best Score: 2702, Avg Score: 325.9793103448276, Steps: 40
[10-02 14:24:47] Score: 206, Best Score: 2702, Avg Score: 325.1575342465753, Steps: 7
[10-02 14:24:52] Score: -100, Best Score: 2702, Avg Score: 322.265306122449, Steps: 1
[10-02 14:25:02] Score: 529, Best Score: 2702, Avg Score: 323.6621621621622, Steps: 40
[10-02 14:25:13] Score: 1103, Best Score: 2702, Avg Score: 328.89261744966444, Steps: 34
[10-02 14:25:21] Score: 876, Best Score: 2702, Avg Score: 332.54, Steps: 27
[10-02 14:25:33] Score: 1154, Best Score: 2702, Avg Score: 337.9801324503311, Steps: 45
[10-02 14:25:42] Score: 801, Best Score: 2702, Avg Score: 341.0263157894737, Steps: 32
[10-02 14:25:51] Score: 1031, Best Score: 2702, Avg Score: 345.5359477124183, Steps: 32
[10-02 14:25:56] Score: -100, Best Score: 2702, Avg Score: 342.64285714285717, Steps: 1
[10-02 14:26:01] Score: -109, Best Score: 2702, Avg Score: 339.72903225806454, Steps: 2
[10-02 14:26:12] Score: 973, Best Score: 2702, Avg Score: 343.78846153846155, Steps: 44
[10-02 14:26:18] Score: -58, Best Score: 2702, Avg Score: 341.22929936305735, Steps: 3
[10-02 14:26:26] Score: 773, Best Score: 2702, Avg Score: 343.9620253164557, Steps: 24
[10-02 14:26:37] Score: 986, Best Score: 2702, Avg Score: 348.0, Steps: 27
[10-02 14:26:46] Score: -100, Best Score: 2702, Avg Score: 345.2, Steps: 1
[10-02 14:26:58] Score: 815, Best Score: 2702, Avg Score: 348.11801242236027, Steps: 26
[10-02 14:27:06] Score: -100, Best Score: 2702, Avg Score: 345.35185185185185, Steps: 1
[10-02 14:27:13] Score: -100, Best Score: 2702, Avg Score: 342.6196319018405, Steps: 1
[10-02 14:27:25] Score: 839, Best Score: 2702, Avg Score: 345.6463414634146, Steps: 40
[10-02 14:27:36] Score: 896, Best Score: 2702, Avg Score: 348.9818181818182, Steps: 37
[10-02 14:27:45] Score: 756, Best Score: 2702, Avg Score: 351.43373493975906, Steps: 27
[10-02 14:27:55] Score: 1001, Best Score: 2702, Avg Score: 355.32335329341316, Steps: 32
[10-02 14:28:06] Score: 947, Best Score: 2702, Avg Score: 358.8452380952381, Steps: 38
[10-02 14:28:11] Score: -118, Best Score: 2702, Avg Score: 356.02366863905326, Steps: 3
[10-02 14:28:17] Score: 59, Best Score: 2702, Avg Score: 354.27647058823527, Steps: 10
[10-02 14:28:27] Score: 908, Best Score: 2702, Avg Score: 357.51461988304095, Steps: 29
[10-02 14:28:35] Score: 509, Best Score: 2702, Avg Score: 358.3953488372093, Steps: 20
[10-02 14:28:45] Score: 865, Best Score: 2702, Avg Score: 361.32369942196533, Steps: 36
[10-02 14:28:51] Score: -109, Best Score: 2702, Avg Score: 358.62068965517244, Steps: 2
[10-02 14:28:57] Score: 53, Best Score: 2702, Avg Score: 356.8742857142857, Steps: 4
[10-02 14:29:03] Score: -118, Best Score: 2702, Avg Score: 354.1761363636364, Steps: 3
[10-02 14:29:09] Score: -100, Best Score: 2702, Avg Score: 351.6101694915254, Steps: 1
[10-02 14:29:18] Score: 734, Best Score: 2702, Avg Score: 353.7584269662921, Steps: 25
[10-02 14:29:27] Score: 945, Best Score: 2702, Avg Score: 357.06145251396646, Steps: 26
[10-02 14:29:37] Score: 926, Best Score: 2702, Avg Score: 360.22222222222223, Steps: 27
[10-02 14:29:46] Score: 558, Best Score: 2702, Avg Score: 361.31491712707185, Steps: 29
[10-02 14:29:55] Score: 918, Best Score: 2702, Avg Score: 364.3736263736264, Steps: 29
[10-02 14:30:04] Score: 521, Best Score: 2702, Avg Score: 365.2295081967213, Steps: 32
[10-02 14:30:10] Score: -154, Best Score: 2702, Avg Score: 362.4076086956522, Steps: 7
[10-02 14:30:22] Score: 1116, Best Score: 2702, Avg Score: 366.4810810810811, Steps: 47
[10-02 14:30:31] Score: 488, Best Score: 2702, Avg Score: 367.13440860215053, Steps: 29
[10-02 14:30:37] Score: 104, Best Score: 2702, Avg Score: 365.72727272727275, Steps: 5
[10-02 14:30:42] Score: -100, Best Score: 2702, Avg Score: 363.25, Steps: 1
[10-02 14:30:52] Score: 1030, Best Score: 2702, Avg Score: 366.77777777777777, Steps: 31
[10-02 14:30:59] Score: 185, Best Score: 2702, Avg Score: 365.82105263157894, Steps: 16
[10-02 14:31:08] Score: 951, Best Score: 2702, Avg Score: 368.8848167539267, Steps: 32
[10-02 14:31:15] Score: 425, Best Score: 2702, Avg Score: 369.1770833333333, Steps: 16
[10-02 14:31:20] Score: -100, Best Score: 2702, Avg Score: 366.7461139896373, Steps: 1
[10-02 14:31:26] Score: 197, Best Score: 2702, Avg Score: 365.87113402061857, Steps: 8
[10-02 14:31:34] Score: 65, Best Score: 2702, Avg Score: 364.3282051282051, Steps: 16
[10-02 14:31:43] Score: 927, Best Score: 2702, Avg Score: 367.19897959183675, Steps: 28
[10-02 14:31:53] Score: 535, Best Score: 2702, Avg Score: 368.0507614213198, Steps: 26
[10-02 14:32:01] Score: 200, Best Score: 2702, Avg Score: 367.2020202020202, Steps: 21
[10-02 14:32:13] Score: 1018, Best Score: 2702, Avg Score: 370.47236180904525, Steps: 39
[10-02 14:32:22] Score: 568, Best Score: 2702, Avg Score: 371.46, Steps: 29
[10-02 14:32:33] Score: 842, Best Score: 2702, Avg Score: 373.80099502487565, Steps: 33
[10-02 14:32:38] Score: -100, Best Score: 2702, Avg Score: 371.45544554455444, Steps: 1
[10-02 14:32:44] Score: -100, Best Score: 2702, Avg Score: 369.13300492610836, Steps: 1
[10-02 14:32:49] Score: -58, Best Score: 2702, Avg Score: 367.03921568627453, Steps: 3
[10-02 14:32:55] Score: -100, Best Score: 2702, Avg Score: 364.7609756097561, Steps: 1
[10-02 14:33:06] Score: 306, Best Score: 2702, Avg Score: 364.4757281553398, Steps: 27
[10-02 14:33:14] Score: 611, Best Score: 2702, Avg Score: 365.6666666666667, Steps: 22
[10-02 14:33:20] Score: -100, Best Score: 2702, Avg Score: 363.42788461538464, Steps: 1
[10-02 14:33:26] Score: -100, Best Score: 2702, Avg Score: 361.2105263157895, Steps: 1
[10-02 14:33:34] Score: 245, Best Score: 2702, Avg Score: 360.65714285714284, Steps: 16
[10-02 14:33:43] Score: 290, Best Score: 2702, Avg Score: 360.3222748815166, Steps: 11
[10-02 14:33:49] Score: -49, Best Score: 2702, Avg Score: 358.39150943396226, Steps: 2
[10-02 14:33:57] Score: -100, Best Score: 2702, Avg Score: 356.23943661971833, Steps: 1
[10-02 14:34:03] Score: -100, Best Score: 2702, Avg Score: 354.10747663551405, Steps: 1
[10-02 14:34:15] Score: 659, Best Score: 2702, Avg Score: 355.52558139534887, Steps: 30
[10-02 14:34:25] Score: 161, Best Score: 2702, Avg Score: 354.625, Steps: 12
[10-02 14:34:34] Score: -163, Best Score: 2702, Avg Score: 352.2396313364055, Steps: 8
[10-02 14:34:43] Score: -100, Best Score: 2702, Avg Score: 350.1651376146789, Steps: 1
[10-02 14:34:58] Score: 794, Best Score: 2702, Avg Score: 352.1917808219178, Steps: 25
[10-02 14:35:04] Score: -100, Best Score: 2702, Avg Score: 350.1363636363636, Steps: 1
[10-02 14:35:14] Score: 820, Best Score: 2702, Avg Score: 352.26244343891403, Steps: 21
[10-02 14:35:22] Score: -100, Best Score: 2702, Avg Score: 350.22522522522524, Steps: 1
[10-02 14:35:30] Score: -100, Best Score: 2702, Avg Score: 348.2062780269058, Steps: 1
[10-02 14:35:37] Score: 155, Best Score: 2702, Avg Score: 347.34375, Steps: 6
[10-02 14:35:43] Score: 2, Best Score: 2702, Avg Score: 345.8088888888889, Steps: 3
[10-02 14:35:53] Score: -133, Best Score: 2702, Avg Score: 343.69026548672565, Steps: 18
[10-02 14:36:07] Score: 903, Best Score: 2702, Avg Score: 346.1541850220264, Steps: 24
[10-02 14:36:18] Score: 725, Best Score: 2702, Avg Score: 347.8157894736842, Steps: 26
[10-02 14:36:24] Score: -7, Best Score: 2702, Avg Score: 346.26637554585153, Steps: 4
[10-02 14:36:32] Score: 44, Best Score: 2702, Avg Score: 344.95217391304345, Steps: 5
[10-02 14:36:42] Score: 1089, Best Score: 2702, Avg Score: 348.17316017316017, Steps: 30
[10-02 14:36:54] Score: 906, Best Score: 2702, Avg Score: 350.57758620689657, Steps: 37
[10-02 14:37:02] Score: -157, Best Score: 2702, Avg Score: 348.3991416309013, Steps: 14
[10-02 14:37:09] Score: -127, Best Score: 2702, Avg Score: 346.36752136752136, Steps: 4
[10-02 14:37:25] Score: 975, Best Score: 2702, Avg Score: 349.0425531914894, Steps: 36
[10-02 14:37:34] Score: 314, Best Score: 2702, Avg Score: 348.89406779661016, Steps: 15
[10-02 14:37:45] Score: 1029, Best Score: 2702, Avg Score: 351.76371308016877, Steps: 30
[10-02 14:37:55] Score: 545, Best Score: 2702, Avg Score: 352.57563025210084, Steps: 16
[10-02 14:38:02] Score: -100, Best Score: 2702, Avg Score: 350.68200836820085, Steps: 1
[10-02 14:38:11] Score: 416, Best Score: 2702, Avg Score: 350.95416666666665, Steps: 17
[10-02 14:38:18] Score: 44, Best Score: 2702, Avg Score: 349.6804979253112, Steps: 5
